gene_id	mean_beta	n_cpgs	expression	prom_beta	exon_beta	down_beta	intron_beta
LOC_00000028	0.00927709899749373	20	7.79737331321466	0.0352644362342638	0.00927709899749373	0.00231317857721601	
LOC_00000029	0.0520182842462549	5487	8.96120372717472	0.00111111111111111	0.591945855223817	0.85577808860359	0.0389874900648635
LOC_00000030	0.653371863823559	481	7.19451916555697	0.00290109309717153	0.922620914054233	0.000679347826086957	0.579101949917219
LOC_00000031	0.00203627180899908	132	5.26024357468087	0.0062224719482784	0.00307836990595611	0.330838636603815	0.00148148148148148
LOC_00000032	0.00377566428923034	223	8.19716331287814	0	0.00228703703703704	0.00192836136384523	0.00409186256818653
LOC_00000033	0.808113973764234	235	8.61763462653903	0.216892898110819	0.85877324443774	0.0813176406926407	0.793098275436578
LOC_00000034	0.805399235781912	317	10.7474868352884	0.661379395299628	0.899324866526329	0.885501314438371	0.763654831802976
LOC_00000036	0.719234839354767	355	8.26830689184719	0.00705115871782538	0.890603133596119	0.944197207431605	0.622188177184285
LOC_00000037	0.87262399226015	315	5.12319767280493	0.0116950043420632	0.666725305351251	0.853770742720178	0.895098848929783
LOC_00000039	0.894153894167825	53	6.57425363779961	0.955309455462883	0.894153894167825	0.873184608947909	
