decile	pos	gc_pct	cpg_oe
D03	-1840	41.5225281602003	0.70263679937874
D08	-1840	41.5821268097853	0.69771471895749
D07	-1840	41.7554101660795	0.689028412150411
D10	-1840	41.9414348462665	0.684433608911362
D09	-1840	41.7420460107685	0.687213391108424
D06	-1840	41.8907388137357	0.68287267356222
D01	-1840	42.2904269081501	0.724068314326934
D05	-1840	41.5144230769231	0.668764846204463
D04	-1840	41.6319290465632	0.723196466391549
D02	-1830	41.7657185628743	0.66213989164217
D03	-1830	41.4868585732165	0.708383937853208
D08	-1830	41.6065901148278	0.69442752292817
D07	-1830	41.7634625062909	0.693425374435178
D10	-1830	41.9043435822352	0.681858555997301
D09	-1830	41.7224669603524	0.694639093910839
D06	-1830	41.8714880332986	0.681031890688849
D01	-1830	42.3065976714101	0.723368262653614
D05	-1830	41.5261752136752	0.675843382674471
D04	-1830	41.7538802660754	0.701030790183899
D02	-1820	41.7447604790419	0.670720993874646
D03	-1820	41.5225281602003	0.724763915016526
D08	-1820	41.6415376934598	0.698642195960153
D07	-1820	41.7554101660795	0.701184743031859
D10	-1820	41.9267935578331	0.683495689937491
D09	-1820	41.7875673029858	0.693191948330908
D06	-1820	41.89802289282	0.683244835486296
D01	-1820	42.4081500646831	0.722091826263719
D05	-1820	41.5512820512821	0.673650412505886
D04	-1820	41.8115299334812	0.695134886139918
D02	-1810	41.751497005988	0.675133724802202
D03	-1810	41.4574468085106	0.783996830910804
D08	-1810	41.6759860209686	0.696355535188396
D07	-1810	41.778057372924	0.686236866179671
D10	-1810	42.0268423621279	0.686381283553052
D09	-1810	41.8027410670583	0.694374514969434
D06	-1810	41.815296566077	0.680617344422003
D01	-1810	42.503234152652	0.719215722036939
D05	-1810	41.5405982905983	0.671320353813848
D04	-1810	41.8658536585366	0.685194105318332
D02	-1800	41.6459580838323	0.672479298808564
D03	-1800	41.5344180225282	0.70145912971006
D08	-1800	41.7079380928607	0.696908888582216
D07	-1800	41.8922999496729	0.68147115181831
D10	-1800	42.0595412396291	0.688636862247497
D09	-1800	41.838962310328	0.691572216265388
D06	-1800	41.8251821019771	0.668856591326889
D01	-1800	42.490297542044	0.711710691704769
D05	-1800	41.5325854700855	0.676531786912754
D04	-1800	41.8370288248337	0.686096099365195
D02	-1790	41.6968562874252	0.673107224822731
D03	-1790	41.491239048811	0.704198364341743
D08	-1790	41.6769845232152	0.694211920532379
D07	-1790	41.9325616507297	0.683076505269881
D10	-1790	42.0736944851147	0.683093256238741
D09	-1790	41.8790993636809	0.69411628577676
D06	-1790	41.7825182101977	0.668456098553675
D01	-1790	42.366106080207	0.704215471771536
D05	-1790	41.491452991453	0.676451213103433
D04	-1790	41.8580931263858	0.681635919730612
D02	-1780	41.7335329341317	0.682072091445463
D03	-1780	41.4073842302879	0.704998969618332
D08	-1780	41.6285571642536	0.68699493059041
D07	-1780	41.8933064921993	0.686064778804707
D10	-1780	42.0702781844802	0.686705164496628
D09	-1780	41.8267254038179	0.698524115869022
D06	-1780	41.7023933402706	0.66650834905263
D01	-1780	42.4075032341527	0.704238306668389
D05	-1780	41.5630341880342	0.676391108887757
D04	-1780	41.9645232815965	0.678258349103071
D02	-1770	41.7687125748503	0.685556770208147
D03	-1770	41.3617021276596	0.699659891803202
D08	-1770	41.6400399400899	0.686555927659127
D07	-1770	41.9169602415702	0.688014856468185
D10	-1770	42.0390434358224	0.688477811804104
D09	-1770	41.791483113069	0.698094882806041
D06	-1770	41.70395421436	0.659597223429313
D01	-1770	42.3835705045278	0.708413965734683
D05	-1770	41.5058760683761	0.676944734517921
D04	-1770	41.9185144124169	0.68110161725249
D02	-1760	41.8338323353293	0.689543884562774
D03	-1760	41.4367959949937	0.704298885489521
D08	-1760	41.627558662007	0.677579828016478
D07	-1760	41.9687971816809	0.689539933338472
D10	-1760	42.0092728160078	0.680756171103698
D09	-1760	41.8174253548703	0.702487232285015
D06	-1760	41.6394380853278	0.663327939734285
D01	-1760	42.3454075032342	0.714800004542312
D05	-1760	41.4380341880342	0.675865701376081
D04	-1760	41.9212860310421	0.67908441069619
D02	-1750	41.8922155688623	0.694812335480849
D03	-1750	41.4230287859825	0.702637432557941
D08	-1750	41.5926110833749	0.674559440699454
D07	-1750	42.0533467539004	0.698392872703083
D10	-1750	41.9702293801855	0.686303077047354
D09	-1750	41.8874204601077	0.708261395155882
D06	-1750	41.6269510926119	0.665384948629713
D01	-1750	42.248382923674	0.708581518712963
D05	-1750	41.3760683760684	0.679899052668679
