gene_id	n_dmr	mean_dmr_diff	total_cpgs	log2FoldChange	padj	baseMean	de	meth_direction	gene_name
LOC_00003053	1	-0.251964621880929	15	-0.122788529323273	0.449200893954917	11258.9222237337	FALSE	Hypo	AGL
LOC_00003083	1	0.203176598632419	8	0.342560925737443	0.0163233355558444	2504.2081841891	TRUE	Hyper	GGT1
LOC_00003100	2	-0.409158423050103	8	0.031260495416308	0.85128026855236	213.114873315443	FALSE	Hypo	TRIT1
LOC_00003102	1	-0.396612954309979	4	-0.103797430723494	0.494937605005454	1334.86626088106	FALSE	Hypo	
LOC_00003132	1	0.293405486638981	11	-0.0294800696654226	0.858616613240529	509.884397633086	FALSE	Hyper	rft1
LOC_00003144	1	-0.214051194940366	8	0.02231108748901	0.895487377702692	2428.82865438118	FALSE	Hypo	CES2
LOC_00003146	1	0.20831729888467	6	-0.00775188441661206	0.949217833092273	2523.60519898387	FALSE	Hyper	midn
LOC_00003171	1	0.274305276146814	7	0.113163420145934	0.423475229099588	1023.48008486689	FALSE	Hyper	ALG2
LOC_00003172	1	0.274305276146814	7	0.165319148351027	0.218394097113665	1860.78815675666	FALSE	Hyper	FAF1
LOC_00003176	1	-0.364875261277737	4	0.11738115589008	0.446022700325073	838.982831039644	FALSE	Hypo	RCC1
LOC_00003177	1	-0.364875261277737	4	0.129292000900633	0.364108352882203	4253.84688184556	FALSE	Hypo	XYLA
LOC_00003191	1	0.237077316737124	7	-0.0302002611157661	0.853275348407987	1131.91544319212	FALSE	Hyper	SPEF2
LOC_00003240	1	-0.310627251973697	5	-0.0578638216321982	0.712424962695147	171.404966790106	FALSE	Hypo	CEBPZOS
LOC_00003273	1	0.208797290183159	7	0.155890256675916	0.244366642317654	1320.84739656708	FALSE	Hyper	BPNT1
LOC_00003294	2	-0.0189619746022	8	0.129089252436667	0.349252802593362	711.412670477707	FALSE	Hypo	SAMD4B
LOC_00003309	1	0.202643849063331	10	0.235911191514429	0.0722659545906407	5457.61744594347	FALSE	Hyper	PSMA3
LOC_00003310	1	0.202643849063331	10	-0.0319737895483169	0.851285181345562	5049.32573591207	FALSE	Hyper	GNPAT
LOC_00003313	1	0.346698185233965	4	0.0748372130069662	0.600196599044255	1093.59205198581	FALSE	Hyper	Tbce
LOC_00003319	1	0.321706306392892	9	0.0390970725628056	0.81367765367338	853.621639977174	FALSE	Hyper	ZNF839
LOC_00003328	1	0.302515190639884	11	-0.115153590270638	0.421809812400167	1094.92462040482	FALSE	Hyper	ERG28
LOC_00003329	1	0.302515190639884	11	0.143438738089659	0.326264658060497	1320.12954146383	FALSE	Hyper	CYP2C3
LOC_00003379	1	-0.21543022033477	7	-0.253325850023349	0.0718681788639176	1118.57007055085	FALSE	Hypo	GCH1
LOC_00003398	1	-0.271392809993131	16	-0.0165680557606158	0.923916678875676	404.664971210044	FALSE	Hypo	GPHN
LOC_00003420	1	-0.257036591566159	9	-0.108074507035598	0.469942991644166	4001.78712897201	FALSE	Hypo	PLCB4
LOC_00003422	1	-0.234974391152448	5	0.0747642397822792	0.631294734008044	847.905407164169	FALSE	Hypo	PGGHG
LOC_00003424	1	0.197950552530063	7	-0.0649600358312827	0.667269369213614	508.658513487462	FALSE	Hyper	TALPID3
LOC_00003448	1	-0.33203950448851	4	-0.325467925402267	0.0381327946436868	974.780792693161	TRUE	Hypo	Polr2a
LOC_00003499	1	-0.262018968593124	12	-0.16884523427954	0.29290927184226	135.441081732384	FALSE	Hypo	GPR137B
LOC_00003548	1	-0.253723699795661	6	-0.0942222547281538	0.543180804835238	105.751919975761	FALSE	Hypo	STPG4
